Roll_Number,Student_Name,Gender,English,Kannada,Hindi,Maths,Science,Social
7231, Neha Jagga, F,92,63,88,74,77,79
7232, Priyanka Y, F,78,96,83,81,84,50
7233, Sunita rani kumari, F,58,71,69,91,90,61
7234, Bernadtette Rostenkowski, F,61,93,95,82,97,85
7235, Pallavi Singh, F,79,71,56,72,58,77
7236, Aby Abraham K, M,54,63,71,66,91,67
7237, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,55,73,55,63,60,80
7238, gopalkumari k s, F,51,96,70,82,54,63
7239, Ravi Kiran, M,82,91,98,85,80,72
7240, Prathiban, M,69,73,80,64,50,65
7241, Neha Mehta, M,58,63,95,94,62,82
7242, Dean Winchester, M,71,92,93,78,92,78
7243, Hari Krishnan, M,77,87,96,99,75,85
7244, Subhashish Bhattacharjee, M,64,55,79,80,66,62
7245, Paul George, M,66,79,66,58,89,92
7246, Khasim, M,53,81,62,57,93,51
7247, Swapna.S.P, F,55,75,82,77,94,67
7248, Anand, M,87,53,92,61,88,60
7249, Kumara Krupa Parvath, M,87,100,90,95,62,74
7250, D.P. Ravi Kiran, M,59,56,94,85,50,81
7251, lalitha kumari, F,95,91,81,65,74,94
7252, Anirudh Mahato, M,67,58,85,91,72,84
7253, Subhash.K.U, M,60,55,76,71,69,78
7254, Aiswarya Mohan, F,89,85,84,94,82,96
7255, Ravichandra S, M,85,92,92,74,62,61
7256, Prabhanjan, M,80,57,60,100,96,65
7257, Kishan, M,62,50,88,98,58,77
7258, Sridhar, M,91,93,68,79,57,95
7259, Pratap kumar, M,56,64,90,64,76,68
7260, kumar, M,55,81,70,73,93,91
7301, Gayathri K P, F,56,79,90,53,67,60
7302, Ravichandra S, M,62,63,52,56,73,50
7303, Sam Manny, M,80,66,96,97,56,57
7304, Bernadtette Rostenkowski, F,65,83,50,60,62,57
7305, lalitha kumari, F,73,63,83,71,71,60
7306, Neha Mehta, M,61,62,82,88,95,74
7307, Kumara Krupa Parvath, M,68,56,93,69,75,95
7308, S N Prathap Kumar, M,68,86,51,52,69,87
7309, Ravi kishan, M,80,99,70,67,58,82
7310, Ravi Kiran, M,72,93,94,75,94,72
7311, Ankit Saxena, F,94,64,60,86,52,51
7312, Bob Joe, M,87,57,81,57,87,98
7313, S. Devi, F,93,73,65,78,84,52
7314, Paul George, M,98,66,68,63,68,55
7315, Manohar Sharma, M,60,56,59,93,52,92
7316, Rakesh Kashyap, M,60,72,80,84,66,69
7317, Khasim, M,53,72,65,50,79,57
7318, Tushar Gupta, M,76,72,89,83,68,60
7319, A.B.C Sita, F,96,65,54,77,76,99
7320, kumar, M,80,58,55,85,100,66
7321, Sridhar, M,74,58,96,71,61,87
7322, Prathiban, M,94,73,95,71,97,96
7323, Subhash.K.U, M,88,74,82,59,56,95
7324, Anand, M,81,92,72,91,91,54
7325, Prabhanjan, M,88,95,61,83,78,71
7326, Siva Kumar, M,50,84,94,83,56,98
7327, Sunita rani kumari, F,56,97,84,50,87,59
7328, F A Khan, M,85,70,63,50,93,71
7329, Krishna Hari, M,98,72,89,87,58,64
7330, gopalkumari k s, F,50,70,69,81,70,59
7331, M.K Sharma, M,71,71,61,95,50,53
7332, Subhashish Bhattacharjee, M,52,85,87,93,57,79
7333, Aby Abraham K, M,74,85,67,53,50,90
7334, Swapna.S.P, F,96,95,83,98,93,74
7335, Anthony Kumar, M,95,66,97,85,56,55
7336, Hari Krishna, M,53,80,81,68,53,95
7337, Sachin Sharma, M,95,92,59,67,80,69
7338, Pallavi Singh, F,62,71,54,62,90,83
7339, Hari Krishnan, M,87,72,53,84,58,74
7340, Neha S. Swaminathan, F,70,73,67,99,99,98
7341, Anuj Malhotra, M,87,73,67,69,76,80
7342, Indranil Sarkar, M,95,73,89,57,57,78
7343, Priya Ram, F,93,67,91,63,99,57
7344, Navneet Dubey, M,52,70,56,94,77,80
7345, Neha Jagga, F,93,64,73,59,100,84
7346, D.P. Ravi Kiran, M,70,74,80,96,66,57
7347, Sunil Kumar .K., M,52,71,53,77,64,99
7348, Pratap kumar, M,81,53,66,91,93,52
7349, S.P.Swaroop, M,95,60,50,71,69,74
7350, vijay kumar t r, M,99,76,76,54,56,61
7351, Akansha Y, F,85,82,84,61,66,65
7352, vijayakanth T.S.V, M,67,69,80,86,71,58
7353, Anu Paul, F,87,53,73,59,91,62
7354, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,91,82,83,57,79,58
7355, Anirudh Mahato, M,96,93,58,79,69,93
7356, Suhasini.M, F,84,95,70,97,71,82
7357, Aiswarya Mohan, F,71,77,84,84,59,55
7358, lakshmi gopal, M,60,76,71,100,100,94
7359, Ashok Singh, M,61,62,66,65,58,62
7360, G Chitra Shenai, F,68,71,71,84,88,89
7401, Kishan, M,68,55,53,55,94,68
7402, F A Khan, M,90,98,73,73,91,95
7403, Krishna Hari, M,57,76,94,88,87,99
7404, Anthony Kumar, M,90,52,56,74,76,86
7405, G Chitra Shenai, F,98,96,81,71,64,54
7406, Shanaya Gurumurthi S, F,97,97,58,72,67,99
7407, Anu Paul, F,89,81,91,55,56,60
7408, D.P. Ravi Kiran, M,92,53,79,90,92,53
7409, Sridhar, M,65,67,69,94,100,81
7410, Anuj Malhotra, M,75,97,56,90,67,53
7411, Akansha Y, F,65,83,74,60,62,50
7412, Sachin Sharma, M,60,51,67,60,77,61
7413, Prabhanjan, M,88,61,60,69,53,87
7414, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,61,82,100,84,83,95
7415, Priya Ram, F,56,54,96,62,100,71
7416, Ashok Kumar, M,93,65,55,70,54,86
7417, Dean Winchester, M,80,89,58,54,84,79
7418, Anirudh Mahato, M,62,54,88,53,61,68
7419, Gayathri K P, F,52,94,100,98,89,72
7420, Navneet Dubey, M,64,85,79,91,94,56
7421, Deeksha Jiwani, F,92,63,98,100,85,74
7422, Hari Krishna, M,95,76,74,60,56,91
7423, Manohar Sharma, M,50,53,91,50,55,89
7424, Priyanka Y, F,55,84,61,70,57,68
7425, Neha Mehta, M,93,56,74,86,84,95
7426, M.K Sharma, M,66,67,64,67,65,94
7427, Subhashish Bhattacharjee, M,97,67,98,83,76,91
7428, S N Prathap Kumar, M,86,82,86,70,69,96
7429, Subhash.K.U, M,82,83,68,52,92,92
7430, A.B.C Sita, F,93,50,93,63,77,88
7431, Khasim, M,95,53,67,58,72,98
7432, Hari Krishnan, M,78,55,89,70,96,80
7433, vijayakanth T.S.V, M,97,99,72,94,70,59
7434, Pratap kumar, M,72,82,98,70,82,61
7435, gopalkumari k s, F,81,79,71,75,80,85
7436, lakshmi gopal, M,71,92,93,58,54,74
7437, Kumara Krupa Parvath, M,94,56,96,88,100,80
7438, Ravichandra S, M,68,60,85,62,83,98
7439, Siva Kumar, M,97,52,60,99,58,50
7440, Prathiban, M,71,65,61,60,76,56
7441, Anand, M,51,91,76,100,63,53
7442, Ankit Saxena, F,89,50,82,54,71,88
7443, Ashok Singh, M,70,90,89,76,87,52
7444, Swapna.S.P, F,81,73,94,73,80,80
7445, Sunita rani kumari, F,81,79,84,70,73,60
7446, S. Devi, F,54,52,63,64,86,54
7447, Neha S. Swaminathan, F,83,73,67,81,69,69
7448, lalitha kumari, F,84,65,69,62,85,77
7449, Rakesh Kashyap, M,60,86,81,96,95,100
7450, Tushar Gupta, M,80,86,84,53,74,61
7451, Sunil Kumar .K., M,53,68,83,56,61,66
7452, Suhasini.M, F,88,80,73,64,54,50
7453, Aiswarya Mohan, F,69,58,72,50,73,95
7454, vijay kumar t r, M,83,83,58,63,77,79
7455, Aby Abraham K, M,68,59,90,65,63,63
7456, Bernadtette Rostenkowski, F,85,54,90,71,53,55
7457, kumar, M,63,84,79,55,63,79
7458, Pallavi Singh, F,84,53,92,61,91,69
7459, Indranil Sarkar, M,94,91,67,69,64,69
7460, Paul George, M,66,73,62,75,94,92
7501, G Chitra Shenai, F,89,94,63,84,83,81
7502, S.P.Swaroop, M,72,66,64,94,77,57
7503, Anand, M,96,52,56,56,79,75
7504, Prabhanjan, M,62,84,77,58,98,90
7505, Rakesh Kashyap, M,84,62,62,51,59,64
7506, lalitha kumari, F,82,87,89,68,79,69
7507, Akansha Y, F,83,59,74,79,86,96
7508, Neha Mehta, M,84,90,82,95,78,50
7509, S N Prathap Kumar, M,96,78,76,82,88,98
7510, Ravi kishan, M,73,84,64,85,61,68
7511, vijayakanth T.S.V, M,54,86,61,65,65,91
7512, Dean Winchester, M,53,64,57,84,75,80
7513, Ashok Singh, M,87,86,79,80,89,80
7514, Subhash.K.U, M,98,82,76,94,83,99
7515, vijay kumar t r, M,95,84,82,74,76,82
7516, Hari Krishna, M,52,54,66,90,75,73
7517, Anirudh Mahato, M,76,93,98,74,75,87
7518, Anuj Malhotra, M,97,51,88,84,90,55
7519, Navneet Dubey, M,59,83,84,99,75,54
7520, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,77,95,76,65,80,93
7521, Aiswarya Mohan, F,68,62,99,60,57,74
7522, F A Khan, M,99,50,62,79,93,54
7523, Sunita rani kumari, F,57,90,77,96,55,71
7524, Pallavi Singh, F,62,99,84,98,61,52
7525, Pratap kumar, M,93,66,95,93,63,51
7526, Swapna.S.P, F,57,81,71,66,61,65
7527, kumar, M,82,91,100,57,82,66
7528, Sam Manny, M,70,53,67,62,100,88
7529, gopalkumari k s, F,85,71,53,53,98,76
7530, Sachin Sharma, M,74,54,89,93,67,50
7531, Siva Kumar, M,98,76,94,63,79,69
7532, Manohar Sharma, M,70,77,93,85,69,53
7533, Suhasini.M, F,94,57,65,92,100,59
7534, Annand Mukund Rao, M,73,69,55,67,88,99
7535, Ravichandra S, M,79,61,71,84,60,75
7536, Anthony Kumar, M,86,77,88,93,59,56
7537, Neha Jagga, F,68,60,71,68,54,72
7538, Indranil Sarkar, M,63,53,67,64,83,98
7539, Anu Paul, F,91,96,95,83,76,61
7540, Ashok Kumar, M,82,57,96,54,56,88
7541, Gayathri K P, F,92,86,72,70,86,57
7542, Ravi Kiran, M,99,57,92,90,74,51
7543, Kishan, M,63,83,56,84,82,72
7544, lakshmi gopal, M,82,53,62,54,92,55
7545, Sunil Kumar .K., M,83,76,67,75,65,57
7546, S. Devi, F,75,91,97,87,79,70
7547, Hari Krishnan, M,79,93,77,93,81,99
7548, Paul George, M,87,64,97,100,64,51
7549, A.B.C Sita, F,78,89,78,51,89,50
7550, Shanaya Gurumurthi S, F,95,82,64,53,81,66
7551, Subhashish Bhattacharjee, M,76,66,54,56,96,50
7552, Aby Abraham K, M,58,76,51,69,80,64
7553, Deeksha Jiwani, F,64,52,87,54,87,57
7554, Priya Ram, F,93,86,78,63,60,97
7555, Ankit Saxena, F,75,74,71,70,56,94
7556, Khasim, M,72,93,82,72,71,92
7557, Kumara Krupa Parvath, M,78,75,81,93,66,74
7558, M.K Sharma, M,51,60,99,73,64,62
7559, Tushar Gupta, M,90,86,97,74,60,54
7560, Krishna Hari, M,74,52,61,81,98,75
7601, S N Prathap Kumar, M,93,67,59,92,95,95
7602, Neha Mehta, M,72,90,50,80,93,83
7603, Swapna.S.P, F,52,92,63,98,72,51
7604, Siva Kumar, M,81,61,84,63,81,80
7605, D.P. Ravi Kiran, M,91,54,77,100,63,61
7606, Ankit Saxena, F,86,73,51,93,78,60
7607, Sridhar, M,100,68,88,82,57,76
7608, Ashok Kumar, M,96,70,51,82,100,88
7609, Subhashish Bhattacharjee, M,97,51,55,57,100,74
7610, Paul George, M,58,55,72,72,57,54
7611, Hari Krishnan, M,57,85,77,61,90,83
7612, Shanaya Gurumurthi S, F,54,81,85,61,97,64
7613, M.K Sharma, M,92,59,79,100,72,54
7614, Navneet Dubey, M,98,67,80,64,55,78
7615, Priyanka Y, F,95,61,66,55,81,77
7616, vijayakanth T.S.V, M,64,83,86,79,82,69
7617, Gayathri K P, F,79,61,70,56,99,86
7618, Priya Ram, F,72,71,100,90,99,55
7619, Pallavi Singh, F,92,84,77,88,54,75
7620, Subhash.K.U, M,81,51,92,56,68,66
7621, S.P.Swaroop, M,54,59,60,61,87,71
7622, Khasim, M,96,83,58,94,80,72
7623, Indranil Sarkar, M,58,71,72,60,61,66
7624, lalitha kumari, F,66,68,50,95,91,83
7625, Annand Mukund Rao, M,73,76,85,82,50,92
7626, Ravi Kiran, M,75,56,75,53,90,89
7627, Ashok Singh, M,66,83,52,83,56,50
7628, Kishan, M,56,62,98,59,82,76
7629, lakshmi gopal, M,74,81,56,91,81,60
7630, Sam Manny, M,60,99,88,70,64,85
7631, Anu Paul, F,92,63,81,68,66,89
7632, Anirudh Mahato, M,80,63,90,91,87,59
7633, Anand, M,74,50,65,63,96,65
7634, Rakesh Kashyap, M,84,89,66,59,75,71
7635, S. Devi, F,82,86,98,63,80,75
7636, Pratap kumar, M,59,79,51,87,94,99
7637, Prathiban, M,68,82,75,60,58,80
7638, Aiswarya Mohan, F,72,81,66,69,67,69
7639, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,50,71,72,90,85,86
7640, G Chitra Shenai, F,74,79,89,64,79,85
7641, Ravichandra S, M,55,83,76,92,79,51
7642, Neha S. Swaminathan, F,96,68,60,68,98,73
7643, A.B.C Sita, F,79,70,50,91,80,91
7644, Bernadtette Rostenkowski, F,94,74,99,79,57,85
7645, Suhasini.M, F,83,59,84,83,87,74
7646, Hari Krishna, M,77,92,80,92,72,100
7647, Anuj Malhotra, M,56,96,80,63,58,65
7648, Bob Joe, M,81,87,90,99,71,52
7649, Aby Abraham K, M,57,85,75,71,65,93
7650, Prabhanjan, M,57,71,51,91,92,89
7651, F A Khan, M,79,91,98,57,54,93
7652, Sunil Kumar .K., M,90,67,72,56,59,95
7653, Sachin Sharma, M,56,68,60,50,58,72
7654, kumar, M,78,89,98,79,70,73
7655, Dean Winchester, M,82,66,65,91,63,94
7656, Akansha Y, F,65,50,93,73,61,89
7657, Manohar Sharma, M,88,53,74,84,65,63
7658, gopalkumari k s, F,61,94,64,96,85,70
7659, Tushar Gupta, M,64,88,80,68,100,53
7660, Krishna Hari, M,62,83,62,81,59,66
7701, Suhasini.M, F,74,81,61,91,82,81
7702, Ravi kishan, M,95,100,74,53,73,63
7703, Sam Manny, M,96,56,51,88,98,81
7704, Ravichandra S, M,57,73,81,98,82,67
7705, vijay kumar t r, M,77,69,77,86,66,100
7706, Siva Kumar, M,78,83,99,88,91,93
7707, Neha S. Swaminathan, F,58,68,95,71,97,85
7708, Manohar Sharma, M,85,96,67,71,90,53
7709, D.P. Ravi Kiran, M,74,55,56,88,99,61
7710, Subhash.K.U, M,67,79,51,69,57,71
7711, M.K Sharma, M,66,52,83,72,91,93
7712, Anu Paul, F,68,83,53,87,90,79
7713, Hari Krishna, M,80,63,55,59,77,55
7714, Tushar Gupta, M,71,77,84,72,80,66
7715, Bernadtette Rostenkowski, F,52,99,60,64,65,94
7716, Pallavi Singh, F,61,82,54,52,53,92
7717, Khasim, M,80,59,88,74,61,73
7718, F A Khan, M,72,83,73,55,72,82
7719, Kishan, M,65,54,58,50,99,81
7720, lalitha kumari, F,96,77,53,56,58,66
7721, Krishna Hari, M,80,86,65,93,57,88
7722, Neha Mehta, M,92,66,87,60,84,61
7723, Priyanka Y, F,79,66,100,93,76,80
7724, Aby Abraham K, M,100,51,86,89,62,98
7725, Aiswarya Mohan, F,87,86,62,82,83,59
7726, Sunil Kumar .K., M,62,58,90,67,88,88
7727, lakshmi gopal, M,58,68,89,93,77,73
7728, Pratap kumar, M,79,63,69,51,92,56
7729, Neha Jagga, F,95,89,79,89,59,77
7730, Ashok Kumar, M,86,99,86,86,100,50
7731, Gayathri K P, F,64,73,76,57,78,97
7732, Navneet Dubey, M,73,81,79,77,75,67
7733, kumar, M,82,89,84,95,68,79
7734, Dean Winchester, M,63,92,76,84,86,57
7735, Sridhar, M,70,99,99,72,92,80
7736, Annand Mukund Rao, M,83,97,81,59,54,54
7737, Hari Krishnan, M,61,90,59,77,79,54
7738, S.P.Swaroop, M,90,71,62,53,58,56
7739, Anirudh Mahato, M,99,84,99,53,73,97
7740, Indranil Sarkar, M,56,62,88,93,100,90
7741, Shanaya Gurumurthi S, F,58,99,70,78,92,60
7742, Ankit Saxena, F,56,54,64,78,57,68
7743, Prathiban, M,74,60,61,78,83,73
7744, Ravi Kiran, M,97,97,54,95,68,75
7745, Paul George, M,57,60,72,84,53,89
7746, Prabhanjan, M,73,74,85,50,53,84
7747, Akansha Y, F,93,70,65,77,54,69
7748, Sunita rani kumari, F,67,78,53,93,77,90
7749, Ashok Singh, M,63,94,90,99,99,98
7750, Priya Ram, F,59,96,90,62,59,77
7751, S N Prathap Kumar, M,91,72,83,56,65,66
7752, Deeksha Jiwani, F,55,87,60,54,97,52
7753, Kumara Krupa Parvath, M,72,59,66,53,72,100
7754, Anuj Malhotra, M,97,50,71,91,68,79
7755, Subhashish Bhattacharjee, M,69,87,95,51,84,96
7756, Swapna.S.P, F,51,62,71,88,64,79
7757, Anand, M,53,53,69,62,79,61
7758, A.B.C Sita, F,96,95,95,74,92,77
7759, S. Devi, F,88,96,64,95,97,94
7760, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,83,80,63,67,92,84
7801, gopalkumari k s, F,52,61,77,63,73,65
7802, Anu Paul, F,89,63,62,97,84,97
7803, Neha Jagga, F,66,75,70,54,86,55
7804, A.B.C Sita, F,95,89,65,73,72,87
7805, Prathiban, M,83,55,64,81,65,83
7806, Pallavi Singh, F,54,91,89,84,93,76
7807, Anand, M,96,95,62,81,90,84
7808, Priyanka Y, F,75,89,69,99,85,68
7809, Paul George, M,73,64,86,50,73,84
7810, Kishan, M,97,68,66,92,90,75
7811, Ravi kishan, M,53,52,70,79,88,98
7812, Neha Mehta, M,58,85,93,51,96,65
7813, Sachin Sharma, M,99,94,68,53,64,84
7814, D.P. Ravi Kiran, M,98,54,84,69,87,52
7815, lakshmi gopal, M,87,64,60,84,90,58
7816, Bernadtette Rostenkowski, F,90,88,65,67,85,60
7817, Aiswarya Mohan, F,55,53,74,92,96,84
7818, Anthony Kumar, M,83,75,71,83,94,61
7819, kumar, M,78,59,83,67,63,85
7820, lalitha kumari, F,65,81,74,73,84,75
7821, Indranil Sarkar, M,81,93,86,63,62,74
7822, Ankit Saxena, F,62,67,65,58,99,87
7823, Sridhar, M,84,68,50,51,53,80
7824, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,50,81,94,50,91,71
7825, Akansha Y, F,62,84,72,64,72,75
7826, vijay kumar t r, M,89,67,85,58,90,89
7827, Prabhanjan, M,84,74,72,70,65,88
7828, Suhasini.M, F,92,86,89,92,72,100
7829, Aby Abraham K, M,79,62,94,81,64,61
7830, Deeksha Jiwani, F,76,59,66,51,74,100
7831, Shanaya Gurumurthi S, F,65,68,97,67,56,71
7832, M.K Sharma, M,72,91,87,63,59,60
7833, Kumara Krupa Parvath, M,65,83,68,75,82,83
7834, Ashok Singh, M,76,100,58,86,86,50
7835, S N Prathap Kumar, M,100,88,53,64,93,57
7836, Subhashish Bhattacharjee, M,72,79,52,96,83,50
7837, Ashok Kumar, M,70,85,79,55,84,67
7838, Sam Manny, M,96,56,83,53,78,57
7839, Khasim, M,89,53,66,91,58,98
7840, Swapna.S.P, F,75,63,81,77,98,75
7841, Ravi Kiran, M,81,60,58,61,97,82
7842, Navneet Dubey, M,89,76,99,94,69,86
7843, Sunita rani kumari, F,70,95,91,55,61,56
7844, Krishna Hari, M,67,53,73,63,80,83
7845, G Chitra Shenai, F,73,82,78,84,66,57
7846, Anuj Malhotra, M,54,97,75,77,98,94
7847, Hari Krishna, M,75,59,59,94,68,69
7848, Hari Krishnan, M,55,77,91,87,65,52
7849, Siva Kumar, M,94,83,64,92,64,62
7850, Tushar Gupta, M,98,98,70,56,93,95
7851, F A Khan, M,82,99,83,100,80,56
7852, Bob Joe, M,71,91,89,76,84,52
7853, Rakesh Kashyap, M,56,61,99,72,74,59
7854, Neha S. Swaminathan, F,50,86,84,87,66,66
7855, Ravichandra S, M,55,88,51,54,82,57
7856, Subhash.K.U, M,84,76,59,99,93,54
7857, S.P.Swaroop, M,82,98,76,77,78,97
7858, Dean Winchester, M,93,54,69,83,87,74
7859, Sunil Kumar .K., M,97,94,66,81,85,85
7860, Gayathri K P, F,53,82,78,62,92,70
8101, Kumara Krupa Parvath, M,72,56,75,98,60,65
8102, vijay kumar t r, M,56,64,61,73,68,69
8103, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,85,51,89,93,52,56
8104, S N Prathap Kumar, M,84,77,69,54,56,78
8105, Paul George, M,95,74,63,98,90,91
8106, Ashok Singh, M,53,90,66,89,75,73
8107, Hari Krishnan, M,56,59,56,92,82,63
8108, Rakesh Kashyap, M,60,70,63,67,95,85
8109, Annand Mukund Rao, M,58,99,58,70,97,58
8110, Subhash.K.U, M,69,86,87,53,58,88
8111, A.B.C Sita, F,59,76,98,98,96,75
8112, S. Devi, F,86,93,72,97,91,81
8113, Priya Ram, F,98,76,91,51,63,76
8114, Prabhanjan, M,97,73,84,90,58,87
8115, Pratap kumar, M,58,88,52,51,78,87
8116, M.K Sharma, M,64,69,61,86,54,65
8117, Anand, M,69,94,59,88,86,74
8118, Navneet Dubey, M,68,51,50,50,62,98
8119, Bernadtette Rostenkowski, F,98,77,62,73,71,51
8120, Dean Winchester, M,77,53,79,51,80,51
8121, lalitha kumari, F,76,82,74,88,66,50
8122, Deeksha Jiwani, F,62,67,71,93,77,95
8123, Anu Paul, F,61,98,77,82,52,57
8124, Anuj Malhotra, M,85,87,91,67,74,66
8125, Ankit Saxena, F,78,87,99,56,95,72
8126, lakshmi gopal, M,90,64,76,93,61,78
8127, S.P.Swaroop, M,58,84,57,98,51,95
8128, Sachin Sharma, M,60,79,57,95,96,61
8129, Anthony Kumar, M,90,54,57,82,58,86
8130, kumar, M,91,84,86,89,66,92
8131, Subhashish Bhattacharjee, M,68,89,91,54,69,87
8132, Neha S. Swaminathan, F,95,92,50,75,75,81
8133, Sam Manny, M,69,75,68,52,82,81
8134, Aby Abraham K, M,71,81,79,50,52,90
8135, gopalkumari k s, F,84,98,55,83,69,92
8136, Neha Mehta, M,66,76,83,68,98,89
8137, Anirudh Mahato, M,82,63,63,92,94,79
8138, Bob Joe, M,82,99,98,65,66,87
8139, Siva Kumar, M,50,59,64,85,68,63
8140, Hari Krishna, M,86,79,85,82,52,51
8141, Gayathri K P, F,83,53,91,73,57,94
8142, D.P. Ravi Kiran, M,61,73,65,90,87,65
8143, Pallavi Singh, F,81,85,82,63,98,80
8144, Krishna Hari, M,58,68,69,77,78,69
8145, Aiswarya Mohan, F,53,71,69,84,73,78
8146, Manohar Sharma, M,50,74,97,95,88,93
8147, Sridhar, M,57,80,52,56,59,60
8148, Prathiban, M,77,60,91,96,99,89
8149, Sunita rani kumari, F,69,67,56,65,94,50
8150, Ravi kishan, M,60,67,72,69,69,79
8151, Ashok Kumar, M,57,63,53,97,78,55
8152, Sunil Kumar .K., M,83,50,95,71,88,83
8153, Shanaya Gurumurthi S, F,82,85,73,84,66,94
8154, F A Khan, M,67,84,54,61,78,90
8155, Tushar Gupta, M,90,54,66,87,76,95
8156, Akansha Y, F,71,62,51,88,69,91
8157, Priyanka Y, F,81,100,58,75,87,53
8158, Suhasini.M, F,52,73,96,93,73,65
8159, G Chitra Shenai, F,71,72,96,79,97,50
8160, Ravi Kiran, M,80,59,92,61,55,66
8201, vijay kumar t r, M,68,82,56,62,90,97
8202, Ravi kishan, M,60,68,96,66,58,91
8203, Ashok Kumar, M,92,53,74,68,96,68
8204, Hari Krishnan, M,75,73,71,87,98,78
8205, Akansha Y, F,73,66,54,65,86,54
8206, gopalkumari k s, F,72,77,75,97,76,86
8207, Pratap kumar, M,51,94,74,98,51,85
8208, Annand Mukund Rao, M,78,60,66,58,61,52
8209, Dean Winchester, M,52,86,79,95,98,98
8210, Bob Joe, M,92,57,68,74,66,58
8211, Anthony Kumar, M,86,82,56,53,54,97
8212, Hari Krishna, M,74,81,85,83,53,100
8213, Kumara Krupa Parvath, M,90,72,65,62,61,59
8214, Sachin Sharma, M,74,93,82,86,78,73
8215, Priyanka Y, F,86,97,57,63,84,100
8216, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,86,59,87,88,74,91
8217, Swapna.S.P, F,95,100,90,86,68,72
8218, Navneet Dubey, M,75,76,72,91,67,76
8219, Sam Manny, M,97,88,72,100,72,67
8220, Aby Abraham K, M,50,80,90,52,55,60
8221, S N Prathap Kumar, M,96,72,93,79,58,88
8222, Tushar Gupta, M,73,77,88,70,87,92
8223, Kishan, M,51,68,87,64,51,51
8224, Deeksha Jiwani, F,92,96,93,52,96,57
8225, vijayakanth T.S.V, M,66,83,69,61,95,73
8226, Subhash.K.U, M,98,81,83,62,78,94
8227, Anu Paul, F,95,93,69,52,63,65
8228, Shanaya Gurumurthi S, F,66,97,95,90,87,79
8229, Sunita rani kumari, F,78,88,57,79,55,59
8230, Subhashish Bhattacharjee, M,98,95,70,65,82,77
8231, Prathiban, M,61,55,95,58,54,66
8232, Khasim, M,96,88,72,84,85,82
8233, kumar, M,73,96,65,62,70,92
8234, D.P. Ravi Kiran, M,62,55,90,87,94,60
8235, Gayathri K P, F,85,55,50,98,52,83
8236, Priya Ram, F,69,62,74,83,52,75
8237, Aiswarya Mohan, F,57,53,70,66,54,50
8238, Indranil Sarkar, M,67,97,70,72,98,54
8239, Neha Jagga, F,85,87,52,51,92,64
8240, S. Devi, F,76,56,78,52,92,66
8241, A.B.C Sita, F,71,59,84,61,52,79
8242, Siva Kumar, M,69,99,73,91,57,54
8243, Anand, M,94,95,87,85,89,58
8244, Anirudh Mahato, M,81,78,66,78,93,51
8245, Ravichandra S, M,55,64,85,65,83,81
8246, lakshmi gopal, M,85,93,56,57,85,52
8247, F A Khan, M,88,72,50,59,97,95
8248, Sunil Kumar .K., M,99,78,72,50,97,72
8249, Bernadtette Rostenkowski, F,95,90,83,60,96,66
8250, Ravi Kiran, M,58,99,75,69,75,80
8251, S.P.Swaroop, M,80,72,83,86,88,88
8252, Paul George, M,60,85,92,58,56,51
8253, Neha Mehta, M,91,87,74,97,88,74
8254, lalitha kumari, F,92,59,90,83,54,62
8255, Anuj Malhotra, M,62,90,87,88,60,82
8256, Sridhar, M,96,91,53,56,63,59
8257, Krishna Hari, M,81,55,69,65,87,79
8258, Neha S. Swaminathan, F,96,51,63,64,85,63
8259, Suhasini.M, F,56,87,83,67,88,61
8260, Manohar Sharma, M,77,83,75,69,77,61
8301, Akansha Y, F,95,87,100,94,73,78
8302, Aiswarya Mohan, F,69,83,76,88,67,66
8303, Bernadtette Rostenkowski, F,77,78,89,97,54,79
8304, Dean Winchester, M,83,89,85,57,91,73
8305, F A Khan, M,69,96,50,80,81,82
8306, Tushar Gupta, M,68,99,93,59,69,50
8307, Anu Paul, F,75,69,51,56,88,83
8308, Anand, M,58,78,92,61,82,77
8309, Anuj Malhotra, M,100,69,73,61,58,98
8310, Anthony Kumar, M,65,74,92,60,50,96
8311, Sunita rani kumari, F,85,83,62,96,72,91
8312, Ashok Singh, M,83,88,66,56,90,75
8313, vijay kumar t r, M,87,75,87,60,88,89
8314, Priyanka Y, F,74,78,72,83,64,55
8315, Hari Krishna, M,55,54,61,89,57,94
8316, Deeksha Jiwani, F,99,52,79,80,88,94
8317, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,89,72,92,89,86,99
8318, Manohar Sharma, M,53,82,55,63,50,50
8319, Neha Jagga, F,54,62,62,86,54,54
8320, Suhasini.M, F,52,88,92,55,97,88
8321, Neha Mehta, M,83,84,98,73,84,100
8322, Sachin Sharma, M,64,78,98,62,55,70
8323, Neha S. Swaminathan, F,95,88,95,58,61,68
8324, Krishna Hari, M,66,94,57,95,96,95
